,site_url,domain,category_pred,country_pred,login_navigation_successful,login_url,login_scope,cross_scope_login,login_ui_forced,login_iframe_cross_origin,auth_surface_type,auth_surface_unobservable,auth_form_appeared,auth_form_phase,auth_form_detection_time,password_input_present,password_input_in_shadow_dom,network_password,network_webauthn,credentials_api_used,credentials_create_summary,passkey_setup_endpoint_present,auth_js_supports_passkey,ui_webauthn_keywords_present,shadow_dom_webauthn,local_storage_contains_fido,session_storage_contains_fido,cookies_contain_fido,fedcm_present,fedcm_provider,fedcm_detected_via_api,fido2_indirect_possible,multistep_login,otp_indicators_present,fido2_usage,fido2_confidence,fido2_confidence_diagnosis,validated,cose_algorithms,page_classification,nb_clicks,processing_time
434,https://customerping.ai/,customerping.ai,Business,United States of America,True,https://customerping.ai/app/login/,customerping.ai,False,False,False,iframe_same_origin,False,False,none,6.117902457997843,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,False,[],real_login_page,2,28.59
435,https://enpass.io,enpass.io,Technology & Computing,Ireland,True,https://www.enpass.io/why-enpass/#,enpass.io,False,True,False,iframe_same_origin,True,True,stabilized,2.008470084001601,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,4,47.8
436,https://glauca.digital/,glauca.digital,Technology & Computing,Norway,True,https://glauca.digital/#,glauca.digital,False,True,False,iframe_same_origin,True,True,stabilized,2.0079748329990252,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,4,61.21
437,https://hancock.ink,hancock.ink,Technology & Computing,United States of America,True,https://docs.hancock.ink/loggingin,hancock.ink,False,True,False,iframe_same_origin,True,True,stabilized,2.0090409999975236,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,4,90.27
438,https://intelli.zoolz.com/,intelli.zoolz.com,Technology & Computing,United States of America,True,https://bigmind2.genie9.com/business/login,genie9.com,True,True,False,iframe_same_origin,True,True,stabilized,2.0077907089980727,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,False,[],real_login_page,2,28.85
439,https://linear.app/,linear.app,Technology & Computing,United States of America,True,https://linear.app/login,linear.app,False,True,False,iframe_same_origin,True,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,False,[],real_login_page,3,70.33
440,https://luma.com/,luma.com,Society,United States of America,True,https://luma.com/signin?next=%2Fdiscover,luma.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0082583330004127,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,4,40.47
441,https://scc.kit.edu,scc.kit.edu,Education,Germany,True,https://www.scc.kit.edu/dienste/regapp.php,kit.edu,False,True,False,iframe_same_origin,True,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,2,103.35
442,https://surepassid.com/,surepassid.com,Technology & Computing,Canada,True,https://surepassid.com/authentication-methods/one-time-password-otp,surepassid.com,False,True,False,iframe_same_origin,True,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,False,[],real_login_page,2,42.08
443,https://www.authgear.com/,authgear.com,Technology & Computing,United States of America,False,https://www.authgear.com/,authgear.com,False,True,False,iframe_same_origin,False,True,stabilized,2.0083637089992408,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],cmp_blocking,4,75.16
444,https://www.mojeid.cz/,mojeid.cz,Technology & Computing,Czech Republic,False,https://www.mojeid.cz/en/,mojeid.cz,False,True,False,iframe_same_origin,False,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,5,79.6
445,https://binance.com,binance.com,Personal Finance,United States of America,True,https://accounts.binance.com/en/login?loginChannel=SEO_page&return_to=aHR0cHM6Ly93d3cuYmluYW5jZS5jb20vZW4vcHJpY2UvYml0Y29pbg%3D%3D,binance.com,False,True,False,iframe_same_origin,True,True,stabilized,2.008713875002286,False,False,False,False,True,,False,False,True,False,True,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,True,[],real_login_page,4,51.4
446,https://cardpointers.com/,cardpointers.com,Personal Finance,United States of America,True,https://cardpointers.com/login/,cardpointers.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0083716250010184,True,False,False,False,True,,False,False,True,False,False,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,True,[],real_login_page,4,43.89
447,https://community.home-assistant.io/,community.home-assistant.io,Shopping,United States of America,True,https://community.home-assistant.io/,home-assistant.io,False,True,False,iframe_same_origin,True,True,stabilized,2.0102568340007565,True,False,False,False,True,,False,False,True,False,False,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,False,[],real_login_page,2,37.04
448,https://corbado.com,corbado.com,Technology & Computing,United States of America,True,https://app.corbado.com/#login-init,corbado.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0083369170024525,False,False,False,False,True,,False,True,True,False,False,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,True,[],real_login_page,10,105.7
449,https://forums.ankiweb.net/,forums.ankiweb.net,Education,United States of America,True,https://forums.ankiweb.net/login,ankiweb.net,False,True,False,iframe_same_origin,True,True,stabilized,2.0077195419980853,True,False,False,False,True,,False,False,True,False,False,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,True,[],real_login_page,4,43.13
450,https://gemini.com,gemini.com,Personal Finance,United States of America,True,https://exchange.gemini.com/signin,gemini.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0083343329970376,False,False,False,False,True,,False,True,True,False,False,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,True,[],real_login_page,6,55.78
451,https://afasonline.com/,afasonline.com,Personal Finance,Netherlands,True,https://idp.afasonline.com/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Db994b965-f850-4dbe-b444-bd7666d6efbf%26response_type%3Dcode%26scope%3Dopenid%2520email%2520offline_access%26redirect_uri%3Dhttps%253A%252F%252Fsts.afasonline.com%252Fsignin-oidc%26state%3DQ2ZESjhNdWtxQUdDR094SnZKUUJJcVBuaERBQWtzeHF4MWFNV3VmMDJ3cmczc0lwMy1abDBWSDFPRHlqdHFOdFF3RFJObWFjdkJIc2c2ME04eEhoMlYwcEhoYkpja0NHTlRhbGxhRjkxMWplc1pwUHV3eXZrSkhRTGVqdnU3U0tvRGZ2TS15Zi14TEJzbE1vVmlvSVBRMmYwcElDSWRWUmhQUjNVZlQwUU50T3ZJeDk3eUVTLThnMnhpNFV2U0l6dGUwYzZweERqOF9INmRNeTBSMHcyZTk1cHNVQTk4ajJ5OC1YeTBGOEpYX0ZmMGRoTXNnUUxyOHdpYnVOU3c3OUxMSzRnWkJ5WXE4UWg4S05BSF9sZFB5ck1lMTNhRjBOYmFrd1F5UWpmZGszOGs3aA%253D%253D%26nonce%3Ddde538b11d5ccd59294d048e4c04603df964b4dd9862fecd1c1d34a24742db6d%26response_mode%3Dquery%26ui_locales%3Den%26code_challenge%3DxN5G41sNGb2ouHR1ECwofmKIVVZZNd0NlDE7VIOWvzg%26code_challenge_method%3DS256,afasonline.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0087454999993497,False,False,False,False,True,,False,True,True,False,False,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,True,[],real_login_page,3,32.48
452,https://klemn.net/,klemn.net,Technology & Computing,Canada,False,https://klemn.net/,klemn.net,False,False,False,iframe_same_origin,False,True,stabilized,2.0086900829992373,True,False,False,False,True,,False,False,True,False,False,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,True,[],real_login_page,3,50.55
453,https://mercury.com/,mercury.com,Personal Finance,United States of America,True,https://app.mercury.com/login,mercury.com,False,True,False,iframe_same_origin,True,True,stabilized,2.00755158299944,True,False,False,False,True,,False,False,True,False,True,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,False,[],real_login_page,3,36.41
454,https://meta.discourse.org/,meta.discourse.org,Society,United States of America,True,https://meta.discourse.org/login,discourse.org,False,True,False,iframe_same_origin,True,True,stabilized,2.0064615409974067,True,False,False,False,True,,False,False,True,False,False,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,True,[],real_login_page,4,44.35
455,https://privacy.com/,privacy.com,Personal Finance,United States of America,True,https://app.privacy.com/login,privacy.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0059420830002637,True,False,False,False,True,,False,True,True,False,False,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,True,[],real_login_page,5,38.56
456,https://reader.miniflux.app/,reader.miniflux.app,Technology & Computing,United States of America,True,https://reader.miniflux.app/,miniflux.app,False,True,False,iframe_same_origin,True,True,stabilized,2.0075539169993135,True,False,False,False,True,,False,False,True,False,False,,,False,,,False,False,False,full_fido2,0.9,Full FIDO2 authentication flow detected.,True,[],real_login_page,3,38.47
