,site_url,domain,category_pred,country_pred,login_navigation_successful,login_url,login_scope,cross_scope_login,login_ui_forced,login_iframe_cross_origin,auth_surface_type,auth_surface_unobservable,auth_form_appeared,auth_form_phase,auth_form_detection_time,password_input_present,password_input_in_shadow_dom,network_password,network_webauthn,credentials_api_used,credentials_create_summary,passkey_setup_endpoint_present,auth_js_supports_passkey,ui_webauthn_keywords_present,shadow_dom_webauthn,local_storage_contains_fido,session_storage_contains_fido,cookies_contain_fido,fedcm_present,fedcm_provider,fedcm_detected_via_api,fido2_indirect_possible,multistep_login,otp_indicators_present,fido2_usage,fido2_confidence,fido2_confidence_diagnosis,validated,cose_algorithms,page_classification,nb_clicks,processing_time
426,https://www.docomo.ne.jp/,docomo.ne.jp,Technology & Computing,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,0,125.0
427,https://www.mimecast.com/,mimecast.com,Technology & Computing,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,0,125.0
428,https://www.rsa.com/,rsa.com,Technology & Computing,United States of America,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,cmp_blocking,1,39.74
429,https://www.scalr.com,scalr.com,Technology & Computing,United States of America,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,real_login_page,2,39.5
430,https://www.secsign.com/,secsign.com,Technology & Computing,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,0,25.09
431,https://www.silverstripe.org/,silverstripe.org,Technology & Computing,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,0,125.0
432,https://www.sophos.com,sophos.com,Technology & Computing,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,0,0.24
433,https://www.zomato.com,zomato.com,Food & Drink,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,,,,,,0,0.95
434,https://customerping.ai/,customerping.ai,Business,United States of America,True,https://customerping.ai/app/login/,customerping.ai,False,False,False,iframe_same_origin,False,False,none,6.117902457997843,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,False,[],real_login_page,2,28.59
435,https://enpass.io,enpass.io,Technology & Computing,Ireland,True,https://www.enpass.io/why-enpass/#,enpass.io,False,True,False,iframe_same_origin,True,True,stabilized,2.008470084001601,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,4,47.8
436,https://glauca.digital/,glauca.digital,Technology & Computing,Norway,True,https://glauca.digital/#,glauca.digital,False,True,False,iframe_same_origin,True,True,stabilized,2.0079748329990252,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,4,61.21
