,site_url,domain,category_pred,country_pred,login_navigation_successful,login_url,login_scope,cross_scope_login,login_ui_forced,login_iframe_cross_origin,auth_surface_type,auth_surface_unobservable,auth_form_appeared,auth_form_phase,auth_form_detection_time,password_input_present,password_input_in_shadow_dom,network_password,network_webauthn,credentials_api_used,credentials_create_summary,passkey_setup_endpoint_present,auth_js_supports_passkey,ui_webauthn_keywords_present,shadow_dom_webauthn,local_storage_contains_fido,session_storage_contains_fido,cookies_contain_fido,fedcm_present,fedcm_provider,fedcm_detected_via_api,fido2_indirect_possible,multistep_login,otp_indicators_present,fido2_usage,fido2_confidence,fido2_confidence_diagnosis,validated,cose_algorithms,page_classification,nb_clicks,processing_time
3,https://coin.space/,coin.space,Personal Finance,United States of America,False,https://coin.space/,coin.space,False,False,False,iframe_same_origin,False,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,False,[],real_login_page,2,60.48
4,https://fr.appterix.eu/,fr.appterix.eu,Technology & Computing,Germany,False,https://fr.appterix.eu/,appterix.eu,False,False,False,iframe_same_origin,False,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,False,[],cmp_blocking,2,68.3
5,https://goauthentik.io/,goauthentik.io,Technology & Computing,United States of America,False,https://goauthentik.io/,goauthentik.io,False,True,False,iframe_same_origin,False,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,2,68.79
6,https://greenrocketsecurity.com/,greenrocketsecurity.com,Technology & Computing,United States of America,True,https://greenrocketsecurity.com/2fa-for-windows-logon/,greenrocketsecurity.com,False,True,False,iframe_same_origin,True,True,stabilized,2.008799249997537,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,False,,real_login_page,2,39.16
7,https://keepersecurity.com,keepersecurity.com,Technology & Computing,United States of America,True,https://www.keepersecurity.com/msp-password-manager.html,keepersecurity.com,False,True,False,iframe_same_origin,True,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,4,99.09
8,https://rohos.com/,rohos.com,Technology & Computing,United States of America,True,https://rohos.com/products/rohos-logon-key/,rohos.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0080084590008482,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,4,48.78
9,https://secfense.com/,secfense.com,Technology & Computing,United States of America,False,https://secfense.com/,secfense.com,False,True,False,iframe_same_origin,False,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,5,62.84
10,https://termius.com/,termius.com,Technology & Computing,United States of America,False,https://termius.com/,termius.com,False,True,False,iframe_same_origin,False,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,6,70.49
11,https://truu.ai/,truu.ai,Technology & Computing,United States of America,False,https://www.truu.ai/,truu.ai,False,True,False,iframe_same_origin,False,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,True,[],real_login_page,4,58.75
12,https://voura.com,voura.com,Personal Finance,United States of America,False,https://voura.com/,voura.com,False,True,False,iframe_same_origin,False,False,none,False,False,False,False,False,False,,False,False,True,False,False,,,False,,,False,False,False,fido_only_ui,0.27,FIDO/passkey keywords visible in UI only. | Low confidence (0.27) for usage 'fido_only_ui' despite active signals detected: ui_webauthn_keywords_present,False,[],real_login_page,2,43.33
