,site_url,domain,category_pred,country_pred,login_navigation_successful,login_url,login_scope,cross_scope_login,login_ui_forced,login_iframe_cross_origin,auth_surface_type,auth_surface_unobservable,auth_form_appeared,auth_form_phase,auth_form_detection_time,password_input_present,password_input_in_shadow_dom,network_password,network_webauthn,credentials_api_used,credentials_create_summary,passkey_setup_endpoint_present,auth_js_supports_passkey,ui_webauthn_keywords_present,shadow_dom_webauthn,local_storage_contains_fido,session_storage_contains_fido,cookies_contain_fido,fedcm_present,fedcm_provider,fedcm_detected_via_api,fido2_indirect_possible,multistep_login,otp_indicators_present,fido2_usage,fido2_confidence,fido2_confidence_diagnosis,validated,cose_algorithms,page_classification,nb_clicks,processing_time
649,https://101domain.com,101domain.com,Technology & Computing,United States of America,True,https://www.101domain.com/,101domain.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0078634999990754,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,28.87
650,https://abanca.com,abanca.com,Personal Finance,Spain,True,https://online.abanca.com/es-ES/#/login,abanca.com,False,False,False,iframe_same_origin,False,True,stabilized,2.0089528339995013,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,39.83
651,https://airbrake.io,airbrake.io,Technology & Computing,United States of America,True,https://airbrake.io/login,airbrake.io,False,True,False,iframe_same_origin,True,True,stabilized,2.00854149999941,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,24.07
652,https://algolia.com,algolia.com,Technology & Computing,France,True,https://dashboard.algolia.com/users/sign_in,algolia.com,False,True,False,iframe_same_origin,False,True,stabilized,2.0067747500033875,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,32.88
653,https://app.cryptolens.io/,app.cryptolens.io,Technology & Computing,Ireland,True,https://app.cryptolens.io/Account/Login,cryptolens.io,False,True,False,iframe_same_origin,True,True,stabilized,2.0083520420012064,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,19.71
654,https://app.sendloop.com,app.sendloop.com,Technology & Computing,Finland,True,https://account.sendloop.com/login/?referrer=/,sendloop.com,False,True,False,iframe_same_origin,True,True,stabilized,2.006870458000776,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,1,17.83
655,https://appsignal.com,appsignal.com,Technology & Computing,Netherlands,True,https://appsignal.com/users/sign_up,appsignal.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0092187089976505,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,2,20.79
656,https://arpnetworks.com/,arpnetworks.com,Technology & Computing,United States of America,True,https://portal.arpnetworks.com/accounts/login,arpnetworks.com,False,True,False,iframe_same_origin,False,True,stabilized,2.008858000001055,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,27.17
657,https://balsamiq.com,balsamiq.com,Technology & Computing,United States of America,True,https://balsamiq.cloud/#login,balsamiq.cloud,True,True,False,iframe_same_origin,True,True,stabilized,2.008306084000651,True,False,False,False,False,,False,False,False,False,False,0.0,0.0,False,,0.0,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,33.85
658,https://bandcamp.com,bandcamp.com,Arts & Entertainment,United States of America,True,https://bandcamp.com/login,bandcamp.com,False,True,False,iframe_same_origin,True,True,stabilized,2.0085601249993488,True,False,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,password_only,0.15,Password-only authentication detected (no FIDO2 or OTP).,False,,real_login_page,3,26.94
